,source,text,words
119,wiki,"In the weeks before the tournament began, singers Dua Lipa and Shakira announced that they had refused to perform at the opening ceremony and collaborate on the tournament anthem due to human rights violations implemented by the Emirate's internal policies. British singer Rod Stewart said he turned down a substantial offer to perform in the country: ""They offered me a lot of money, more than a million dollars, to perform there [in Qatar]. I turned it down. It's not right to go there."" In addition, the league's ambassador, David Beckham, was criticized by the LGBT community in the United Kingdom for lending his face to the event in exchange for $10 million. Talking about the fact former Spice Girls member Melanie C, arguing that it is ""complex"" for sports to change culture when so much money is involved.  British singer Robbie Williams defended his choice to participate as a guest at the opening event, stating: ""I don't condone any abuses of human rights anywhere. But, that being said, if we're not condoning human rights abuses anywhere, then it would be the shortest tour the world has ever known. [...] You get this microscope that goes 'okay, these are the baddies, and we need to rally against them'... I think that the hypocrisy there is that if we take that case in this place, we need to apply that unilaterally to the world. Then if we apply that unilaterally to the world, nobody can go anywhere"".After the announcement of the collaboration for the World Cup anthem ""Tukoh Taka"", performed by Trinidadian rapper Nicki Minaj, Colombian singer Maluma, and Lebanese singer Myriam Fares, the three artists have been affected by a great deal of controversy for choosing to be paid to sing a song in an Emirate whose internal policies involve the violation of human rights, women's rights, LGBT rights, as well as the support of slavery and child exploitation. Singer Maluma replied to the charge by declaring: ""it’s something I can’t resolve; [...] It’s not something that I actually have to be involved with. I’m here enjoying my music and the beautiful life, playing soccer too"".American actor Morgan Freeman was criticised on social media by media outlets for participating in the tournament's opening ceremony, with references made to his acting performance as Nelson Mandela in the dedicated film Invictus (2009).",389
120,wiki,"In October 2022, calls were made to ban the Iranian national team from the World Cup for the Iranian government's blocking of Iranian women from their stadiums, their supplying of weapons to Russia during the invasion of Ukraine, and the treatment towards protesters during the Mahsa Amini protests.Since the 1979 Iranian Revolution, the presence of Iranian women in Iranian stadiums had been illegal until October 2019 after the death of Sahar Khodayari, when select Iranian women were allowed to enter the stadium after 40 years for a World Cup qualifier. However, in March 2022, Iranian women were again banned from entering the stadium for a World Cup qualifier, with authorities using pepper spray to disperse them.Former Iranian national team goalkeeper Sosha Makani called on fans to either boycott the event or create slogans and chants that highlight the Iranian government's involvement of the deaths of protestors Nika Shakarami, Hadis Najafi, Asra Panahi and Sarina Esmailzadeh to prevent the government from using footage of them in the stands as propaganda, while ex-wrestling champion Sardar Pashaei called for a full ban of the national team until the government steps down.

In early November 2022, the Welsh government stated they would boycott the Group B Wales vs Iran match due to the protests in Iran.Ahead of the country's opening game (Group B England vs Iran match), many Iranians boycotted their team as they felt it was representing the government. Ahead of that opening game against England, the Iranian team refused to sing the national anthem in solidarity with the Mahsa Amini protests, with some Iranian supporters cheering against their own team or boycotting their team as a result.In the following match against Wales, amidst the boos and whistles from the Iranian supporters during the playing of the national anthem, the Iranian players were filmed singing the national anthem, with some protestors having their pre-revolutionary Lion and Sun flags and Women, Life, Freedom banners snatched from them by pro-government fans and stadium security at the Ahmad bin Ali Stadium. Security guards at the Ahmad bin Ali Stadium seized a flag with the inscription ""Woman. Freedom. Life"" from an Iranian fan before the Group B game between Iran and Wales. Reuters reported on several incidents involving Iranian fans at this game, including a man wearing a shirt emblazoned with the words ""Women, Life, Freedom"" being escorted by three security officers into the ground, but was unable to confirm why he was being given a security escort, as well as a Reuters photograph which showed a woman whose face was painted with dark red tears holding a shirt in the air with ""Mahsa Amini - 22"" on it. Another Iranian fan told Reuters that her friends had been prevented from entering the stadium due to their efforts to bring t-shirts reading ""Women Life Freedom"" but that she had managed to get one t-shirt through the security blanket outside the stadium. Protesters were harassed by government supporters with some protesters being detained by Qatari police, while stadium security confirmed they were given orders to confiscate anything but the flag of the Islamic Republic of Iran. Protesters against the regime covered the lenses of security cameras with sanitary pads. One Iranian fan said Qatari police insisted she wash away the markings on her arms and chest, which commemorated those who had been killed by Iranian security forces. Documents obtained by Iran International showed Iran was coordinating secret efforts with Qatar to control who attends the World Cup and restrict any signs of dissent.Prior to what would be Iran's final fixture (Group B Iran vs United States match), Iran's state-run media called for the US team to be expelled from the tournament after the US Soccer Federation removed the Islamic Republic emblem from Iran's flag in a social media post. The US Federation confirmed it had done so to show support for Iranian protesters before deleting the post. FIFA did not comment on the issue.Ahead of that concluding fixture against the United States, the Iranian players were reportedly called in to a meeting with members of the IRGC and threatened with violence and the torture of their families if they did not sing the national anthem or joined the protests against the Iranian regime. During the match, the Iranian players sang the national anthem again before losing to the United States 1–0 for the first time in their history, thereby being knocked out of the tournament. Many Iranians celebrated the defeat and one Iranian man was killed by security forces in Iran after honking his car horn in celebration. Another Iranian fan was arrested by Qatari police after he was wearing a shirt with the Woman, Life, Freedom slogan. Qatari police also stopped people from carrying the old Iranian flag and other banners.",794
121,wiki,,0
122,wiki,"It was reported that Qatar went back on its word to provide cooked kosher food and public Jewish prayer services at the 2022 World Cup, banning both activities. Qatar alleged that they could not ""secure"" the safety of publicly praying Jewish tourists, whilst many foreign Jews complained that they subsequently had no food available to eat. It was estimated that 10,000 religious Jews from Israel and around the world arrived to watch the World Cup in Qatar.Multiple Israeli reporters at the tournament reported fans from Arab nations waving Palestinian flags and chanting anti-Israeli slogans. Some Israelis reported that they had been escorted out of restaurants when their nationality was revealed. The Israeli government warned its citizens who are travelling to the tournament to hide their Israeli identity out of safety concerns. Moav Vardi of Kan 11 stated that Arab fan chants included, ""You are not welcome here, there is only Palestine, there is no such thing as Israel, Israel does not exist"", with some turning back when the Israeli reporters disclose that they're Jewish. Muslims and Morocco football team players also raised Palestinan flags during the matches.",187
123,wiki,"In 2020, Qatar began a fan engagement program promising to pay air travel, entrance tickets to matches, housing and even spending money for groups of fans from all competing nations. However, fans who are handpicked by the Qatari government are required to sing and chant when asked to, and are required to report any social media posts which are critical of Qatar. Many fans reportedly declined the offer. On 18 November 2022, it was reported that Qatar had cancelled the daily spending allowances for fans who were paid to attend the World Cup.Days prior to the start of the 2022 FIFA World Cup, Qatar was accused of reportedly having paid actors to play the role of fans at the tournament in order to promote the country. Qatar was similarly accused of having paid for supporters when it hosted the 2015 World Men's Handball Championship.During the World Cup, Nejmeh SC ultras from Lebanon were employed by the Qatari government to act as Qatar national team fans during their games. The 1,500 ""adopted"" ultras wore maroon t-shirts with ""Qatar"" stamped on front, sang the Qatari national anthem and beat drums while singing chants.",191
124,wiki,"In the days leading up to the tournament, videos emerged of the tournament accommodation, which consisted of shipping containers, some with a curtain leading to the exterior instead of four solid walls, and portable air conditioners. This accommodation cost over $200 a night. A Greek salad which costs $10, consisting of a small amount of lettuce, one slice of cucumber, and no feta, served in a foam container was criticized as expensive and unpalatable. These criticisms led to comparisons to the ill-fated Fyre Festival. Alcohol, where available, is expensive, with beer being $13.73 for 500ml.One official fan village, comprising hundreds of shipping containers, still resembled a building site less than two days before the first World Cup match. People who had stayed in another village complained about the air conditioning and beds: ""It has been hell. The air con in the cabin barely works and sounds like a [fighter jet] is taking off.... [The beds] are rock hard so you might as well sleep on the floor.""Due to these issues, which Qatar officials say were caused by ""owner and operator negligence"", Qatar offered refunds to fans ""severely impacted"" by the issues.",191
125,wiki,,0
126,wiki,"Though not connected to any protest against Iran, the official Wales brass band had their instruments confiscated before the Group B Wales vs Iran match. The brass band had been allowed to play at the previous Wales match (against the United States) and FIFA officially supported their attendance at the tournament.",51
127,wiki,"Many England supporters missed the start of the Group B England vs Iran match due to problems with FIFA's ticketing app. That day also, the FIFA app caused tickets belonging to fans of the United States team to disappear.There were problems also with ticketing, first before, and then during, throughout, the Round of 16 Morocco vs Spain match on 6 December, including with FIFA's ticketing app.",66
128,wiki,,0
129,wiki,"Prior to the tournament, there were several reported incidents of altercations between broadcasters and Qatari security officials. Rasmus Tantholdt of Denmark's TV 2 was interrupted by a group of security guards during a live broadcast from the Katara Cultural Village, who threatened him and attempted to break their camera. Tantholdt responded to the group, saying ""You have invited the whole world here. Why can't we film? It is a public place."" Organisers apologised for the incident, claiming that it was a mistake.RTÉ journalist Tony O'Donoghue accused Qatari police of stopping him during efforts to film in the country on 17 November.With the tournament underway, television presenter Joaquín 'El Pollo' Álvarez (from Argentina) was interrupted by Qatari forces when he was in the middle of a live television broadcast outdoors in Barwa Village, a complex in Doha designed specifically for Qatar's hosting of the tournament. Álvarez was interviewing an older supporter who was sitting in his wheelchair. He had to stop when asked if he was an accredited media representative and, with the help of a colleague, search for a press pass in his bag. But then an official became irritated and ordered the cameraman to stop filming, insisting that the outdoor street was ""private"". Álvarez said he had been threatened with arrest (""I was frightened and thought they were going to take me prisoner... It's impossible to work and enjoy a World Cup like this""). The film crew were threatened also with the destruction of their equipment. Nicolás Magali, who was co-hosting the live broadcast from the TV studio in Argentina's capital Buenos Aires, told viewers: ""This is an example of severe censorship and we have to say so. They covered up the camera, didn't let us film, ordered you away in a rude fashion and on top of that the person doing the talking didn't identify himself"".",308
130,wiki,"American soccer journalist Grant Wahl collapsed and died while covering the Netherlands vs. Argentina match in the early morning of 10 December 2022.Wahl had experienced cold-like symptoms in the days prior, but felt better following a course of treatment from the World Cup medical centre. An outspoken critic of Qatar's selection as World Cup host, Wahl had been briefly detained while wearing a t-shirt depicting a rainbow at an earlier game during the tournament (United States vs Wales). Wahl reportedly received death threats for wearing the shirt, and his brother said he believes Wahl's death was the result of foul play, implicating the Qatari government as playing a role. Other journalists with Wahl at the time of his death have reported that he did not collapse but instead began fitting or experiencing a seizure, and called for help himself. They have criticised the Qatar Supreme Committee for not providing defibrillators in the stadium, as they had looked for one to try to help Wahl. In response, FIFA said that according to the ambulance service, a defibrillator was made available when paramedics later arrived on scene. An autopsy done on Wahl in New York City later revealed that Wahl died from an aortic aneurysm rupture. Grant Wahl's brother later backtracked on his statement on the cause of his brother's death and stated he no longer suspects foul play.",227
131,wiki,"CCTV, the state broadcaster and the official broadcaster of FIFA World Cup in mainland China, replaced footage of maskless audiences with close-ups of coaches, officials or players, or birds-eye view of stadiums in its broadcast, as scenes of maskless audiences fueled unrest with China's zero-COVID policy during ongoing protests. Following the protests, the Chinese government began to relax pandemic control measures and more images of audience without masks appeared on live telecast.",72
132,wiki,"State-run TV2 of Algeria avoided coverage of the Group F Belgium vs Morocco match and Morocco's subsequent win, due to tensions between Algeria and Morocco. In addition, Algeria's state TV channel and the Algeria Press Service never mentioned Morocco's defeating Spain in the round of 16, although many Algerians celebrated Morocco's victory.Although the reason has not been revealed, a few hours after the result of Morocco defeated Portugal in the quarter-final was shown on TV3, the director general of Public Establishment of Television, Chabane Lounakel was dismissed by the Algerian government.",91
133,wiki,"Middle East Eye, a web news portal understood to be funded and operated by Qatar, though the nation denies this, has described several Western media publications as racist, and criticised the nations from which they originate. It highlighted the French satirical newspaper Le Canard enchaîné, which published a cartoon of bearded men wearing Qatar football jerseys holding knives, guns, and rocket launchers; and the German television network Welt, on which a presenter described the Tawhid Islamic salute performed by Moroccan players after they defeated Portugal as ""the signature hand gesture of members of ISIS"".Also on Welt, former footballer Jimmy Hartwig used the word ""Ching Chang Chong"" and made a bow as typical Japanese do to describe the Japanese squad, and also called Japan ""Reisabteilung"", which means ""rice department"". After this, he was criticized for discrimination against Asians especially among Japanese people in Germany.E-newsletter Morocco World News criticised Danish television network TV 2, which it said was racist for a panel of presenters comparing the way Moroccan players reached over spectators to embrace their mothers to monkeys huddling, while the blog site Al Bawaba saw someone post criticism of Dutch newspaper de Volkskrant for printing on the day of their semi-final, a cartoon of Morocco players with shaved heads taking the World Cup trophy from Infantino.",215
134,wiki,"Hassan Al Thawadi, the head of the Qatar World Cup, called some of the BBC's coverage of the tournament ""extremely racist"" and charged Gary Lineker with not engaging with the organisers before criticising them directly. The BBC said it had received more than 1,000 complaints about its coverage of the World Cup opener between hosts Qatar and Ecuador, and some users described the BBC's coverage of the World Cup as ""racist"".
Al Thawadi said since February, he had tried several times to have a meeting between the officials organising the World Cup and the hosts and pundits of the BBC, especially Lineker, but there was never any desire to listen to the Qatari side of the story. He claimed that Lineker never wanted to engage. In response to Al Thawadi, Lineker tweeted that he and his representative had not received any requests to engage with anyone involved in Qatar 2022. The Daily Telegraph reported on emails showing efforts to arrange a meeting between Al Thawadi and BBC hosts and pundits ahead of the World Cup draw in April. A BBC spokesperson denied Al Thawadi's claims and said they had a duty to cover legitimate issues related to the World Cup without fear or favour. Lineker would go on to end his commentary of the tournament by stating that the United States, one of the co-hosts of the following World Cup, is “extraordinarily racist” in an attempt to show that he was willing to criticise any host country and had not only singled out Qatar for its issues while also mentioning that “every country has problems”.On 19 November 2022, Jürgen Klinsmann, accused Iran of cheating in their 2–0 win over Wales whilst appearing as a pundit on the BBC. He stated that cheating in football matches is in Iranian culture. Referring to the referee's Guatemala nationality, he claimed that the result of the Iran and Wales match would have been different had the referee been from Europe. After his comments, Gabby Logan, the broadcast host, also mentioned that the linesman was also from Trinidad and Tobago.",345
135,wiki,Israeli journalists tried to interview some Arab people but they were ignored and the interviewees just walked away once the former's nationality became known.,24
136,wiki,"Tromsø IL of Norway released a statement calling for a boycott of the 2022 World Cup, in relation to reports of ""modern-day slavery"" and the ""alarming number of deaths"", among additional concerns in their statement. The club urged the Norwegian Football Federation to support such a boycott.In reaction to the 2017 Qatar diplomatic crisis, Reinhard Grindel, the president of the German Football Association, stated in June 2017 that ""the football associations of the world should conclude that major tournaments cannot be held in countries with human rights abuses and that the German Football Association would talk with UEFA and the Cabinet of Germany in order to evaluate whether to boycott the tournament in Qatar in 2022. On 26 March 2021, the German Football Association stated that it was opposed to boycotting the tournament but that its players will campaign for improvement of human rights for all. On the same day, Belgium manager Roberto Martínez told CNN that it would be a ""big mistake"" to boycott the event.On 20 June 2021, a congress of the Norwegian Football Federation decided against a boycott of the 2022 World Cup in Qatar.On 20 October 2021, the German Football Association (DFB) published an interview on its website that confirmed that Germany would not boycott the 2022 World Cup in Qatar. According to vice-president Peter Peters, ""Qatar has seen many positive developments in the past few years, and it is football's role to support those developments.""On 27 March 2022, the Fourth High-Level Strategic Dialogue between the State of Qatar and the United Nations Office of Counter-Terrorism (UNOCT) took place where the Gulf nation extended its donation to three more years. According to the recent report of UNOCT, Qatar remained the second-largest donor in the campaign amongst 35 other donors.In October 2022, it was announced Paris had joined other French cities in boycotting the broadcasting of the 2022 tournament amid concerns over rights violations of migrant workers and the environmental impact of the tournament, despite the fact that Paris Saint-Germain, the city's Ligue 1 team, is owned by the Qatari government.In November 2022, fans of Borussia Dortmund, Bayern Munich, and Hertha Berlin unveiled banners calling for a boycott of the Qatar World Cup.Cologne-based supermarket chain REWE cut all ties with the German Football Association (DFB) with immediate effect on 23 November as the company's CEO Lionel Souque moved to disassociate them from the sport, calling FIFA's actions in the early days of the tournament ""scandalous"", and even electing to waive its pre-existing advertising rights.",417
137,wiki,,0
138,wiki,"During the Group G Serbia vs Switzerland match on 2 December, midfielder Granit Xhaka twice rattled the entire Serbian team. First, in the 65th minute, Xhaka grabbed his crotch in the direction of Serbian players, causing the entire Serbian bench to angrily respond to him and Serbian reserve goalkeeper Predrag Rajković being booked. Second, at the end of the match, Xhaka got into a fight against Nikola Milenković for his chants against Serbians, with both players going into the referee's book.Many Serbian fans displayed slogans and attire related to the Yugoslav Wars, such as ""Serbia to Tokyo"", and made racist chants and gestures toward Albanians during the second half of the game. Between the two incidents between Xhaka and the Serbian players, FIFA issued a public address in the 77th minute of the game asking for ""discriminatory chants and gestures"" to stop. Also, according to a Kosovo Albanian fan, his Albanian flag around his neck was confiscated at the entrance before the game. Another fan was escorted out of the game by members of security after doing the Albanian double-headed eagle celebration.Furthermore, Xhaka, an ethnic Albanian, enraged Serbian fans by wearing a jersey with the surname of Jashari written on it while celebrating after having won the match. Despite his claims that he wore the jersey to show support to his young Switzerland teammate Ardon Jashari, Serbian fans and media interpreted the move as glorification of Adem Jashari, a Kosovo Albanian soldier who founded the Kosovo Liberation Army during the Kosovo War, and who is seen as a national hero amongst Albanians but as a terrorist amongst Serbs.FIFA later opened a disciplinary proceeding against Serbia over the breach of three of FIFA's articles, including misconduct of players, discrimination, and order and security at matches.",294
139,wiki,"Xenophobic chants were reported during the course of the Group F Croatia vs Canada match on 27 November. During the match, Croatian fans chanted xenophobic anti-Serb slogans against Canadian goalkeeper Milan Borjan, an ethnic Croatian Serb who fled Croatia during the Croatian War of Independence. They also displayed a modified John Deere banner making a reference to Operation Storm, a military operation that ended the war and abolished the separatist proto-state Republic of Serbian Krajina, which resulted in a mass exodus and war crimes against number of Krajina's Serb civilians. Serbs generally consider it an act of ethnic cleansing, despite the 2012 ICTY verdict ruling that ""there had been no joint criminal enterprise, or conspiracy, to force out the Serbs from the Krajina region."" Borjan's phone number was leaked among Croatian fans who sent him over 2,500 hateful messages during and after the game. His wife was also insulted during the game and targeted with hateful massages on social platforms just like him.The incident was also preceded by Borjan's statement that he was ""born in Krajina"" and ""not Croatia"", while characterizing the historical Croatian region of Dalmatia as Serbian which Croatians considered a nationalist and irredentist claim.FIFA opened a disciplinary measure against Croatia over these incidents after the Canadian Soccer Association filed a complaint. On 7 December, the Croatian Football Federation was fined 50,000 Swiss francs due to violating article 16 of the FIFA Disciplinary Code.FIFA hit Croatia with another fine of 5,000 Swiss francs for the inappropriate behaviour (use of banners with inappropriate content) before the match against Morocco, played on 17 December.",264
140,wiki,"A pitch invader, carrying a rainbow flag and wearing a shirt with the words “RESPECT FOR IRANIAN WOMAN” written on the back and “SAVE UKRAINE” written on the front, interrupted the Group H Portugal vs Uruguay match on 28 November.Another person interrupted the Group D Tunisia vs France match on 30 November by running into the pitch carrying a Palestinian flag.",61
141,wiki,"In the Group E Japan vs Spain match, on 1 December, Japan midfielder Ao Tanaka scored a controversial goal (his team's second), the ball ending up in Unai Simón's net shortly after it seemed to have gone out of play. After a lengthy delay the goal was eventually awarded by VAR. The decision proved critical in both Japan's surprise topping of Group E and the elimination of Germany from the tournament, with Die Mannschaft finishing third despite securing a two-goal victory over Costa Rica in the group's other game. An image was later released showing that the ball had not fully crossed the line, by the narrowest of margins. Qatari-owned network beIN Sports showed a virtual bird's eye view of the ball: the section of the ball which was in contact with the pitch was outside the field of play, but its curvature meant the side of the ball was still marginally over the line. Spain's coach Luis Enrique claimed that the image had been ""manipulated"". On December 3, FIFA released video and images to provide an official explanation to show that the VAR decision was correct.",187
142,wiki,"Spanish referee Antonio Mateu Lahoz officiated the second quarter-final, held on 9 December, a game between the Netherlands and Argentina. Mateu Lahoz's decision-making throughout this game was called into question by many of those involved, as well as by neutral observers. BBC presenter Gary Lineker at one point during the game commented: ""13 yellow cards. This referee has always loved to be the centre of attention. Makes Mike Dean seem shy."" Ultimately, Mateu Lahoz produced a FIFA World Cup record of 18 yellow cards, including to people who were sitting on the bench and thus not involved in the game. After the end of the game, Mateu Lahoz issued a red card to Netherlands player Denzel Dumfries, however no TV commentator picked up on this, leaving viewers who checked the match reports afterwards puzzled. During the extra time period (which resulted from Netherlands striker Wout Weghorst scoring an equalising goal with the last kick of normal time, which itself went on for ten minutes extra due to the number of stoppages), BBC commentator Martin Keown remarked: ""I think the referee is losing the plot here.""Earlier, and with Argentina giving up a two-goal lead to leave the score at 2–2, Argentina's Leandro Paredes fouled his opponent Nathan Aké. Paredes responded to the referee's whistle by angrily kicking the ball at the bench on which staff and players from the Netherlands were seated. Staff and players from the Netherlands all poured onto the pitch in anger, followed by staff and players from Argentina, sparking an on-pitch brawl featuring players and substitutes. Netherlands captain Virgil van Dijk was seen to charge forward and knock Paredes to the ground. Given the general confusion surrounding the game's total of yellow cards and the contradictions when various match reports are viewed, it is unclear how many players Mateu Lahoz booked in this one incident.
After the game Lionel Messi asked FIFA to get rid of Mateu Lahoz. Messi also criticised the Netherlands manager: ""Louis van Gaal says they play good football, but what he did was put tall people and spam long balls"" and blamed Mateu Lahoz for causing the game to go on longer than it should have: ""The referee sent us into extra time"". The referee's decision not to show the yellow card to Messi for a deliberate handball also attracted comment, though Messi was eventually booked in the 10th minute of injury time at the end of the second half, at which point he would have been sent off with a red card if he had been booked for the earlier foul. Argentina's goalkeeper Emiliano Martínez described Mateu Lahoz as ""crazy, the worst referee of the tournament, he is arrogant. You say something to him and he talks back to you badly. I think since Spain went out [to Morocco in the Round of 16] he wanted us to go out as well"".Before Argentine player Lautaro Martínez started walking towards kicking his penalty shot, several Dutch players started surrounding him, in an attempt to intimidate him, even though the player is supposed to go alone to kick the shot. He would later go on to score Argentina's decisive shot, that qualified them to the semifinals. Immediately following the penalty shootout victory, several Argentina players goaded the losing Netherlands players, e.g. Nicolás Otamendi raised his hands behind his ears, Leandro Paredes and Gonzalo Montiel gestured directly at them, while Alexis Mac Allister, Germán Pezzella and Ángel Di María screamed at their beaten opponents, an action harshly shunned by foreign commentators. However, the next day, an overhead camera recorded the incident between Martínez and the Dutch players.Messi, while giving a post-match interview, said to Wout Weghorst: ""What are you looking at, fool? Get away, get back there.""",622
143,wiki,,0
144,wiki,"Shortly after the Group G Brazil vs Serbia match on 24 November, a flag showing Kosovo as being part of Serbia with words ""Нема предаје"" (transl. No surrender) was seen hanging in Serbia's locker room. The flag was also displayed by fans during the game. The Football Association of Kosovo sued the Football Association of Serbia and urged FIFA to open an investigation.  On 26 November 2022, FIFA opened proceedings against the Football Association of Serbia due on the basis of article 11 of the FIFA Disciplinary Code and article 4 of the Regulations for the FIFA World Cup 2022. The Football Association of Serbia was subsequently fined 20,000 Swiss francs by FIFA on 7 December.",116
145,wiki,"Following the Group F Belgium vs Morocco match, in which Morocco unexpectedly defeated Belgium on 27 November, Moroccan fans began to riot in the Belgian cities of Brussels, Antwerp and Liege, and in the Dutch cities of Rotterdam, Amsterdam, and The Hague. At least twelve people were detained and two police officers were injured. Riot police attempted to break up a group of 500 football supporters in Rotterdam while media reported unrest in Amsterdam and The Hague.Following the semifinal match between Morocco and France, clashes erupted between Moroccan and French fans in several French cities, with one 14-year-old boy being killed in Montpellier. Meanwhile, in the Netherlands, 14 Moroccan fans were arrested in the city of Rotterdam amidst the unrest, while Dutch officials opted against public screenings of the game due to the previous unrest from the Morocco vs Belgium match.",141
146,wiki,"The Group H Ghana vs Uruguay match on 2 December finished in a 2–0 victory for Uruguay; however, Uruguay failed to progress from the group. After the final whistle, several Uruguayan players confronted the referee and other FIFA officials over what they deemed as controversial decisions during the course of the game, and while walking down the tunnel towards the dressing rooms, Edinson Cavani pushed over the VAR monitor.After the tournament ended, FIFA banned 
Fernando Muslera and José María Giménez for four international games each and was ordered to pay a fine of €20,000. Meanwhile, Edinson Cavani and Diego Godín must serve one international game bans each and must pay a fine of €15,000. All four players are also ordered to take part in a form of community service. The Uruguayan football federation was also fined €43,800 and will have to play one home fixture with a reduced capacity. The punishments received are reminiscent of the one that Luis Suárez received in 2014 after biting an opponent.",167
147,wiki,"Following the Group G Cameroon vs Brazil match on 2 December, Samuel Eto'o assaulted a man outside Stadium 974. A video circulated on social media of the former Cameroon international and Barcelona player, who was Cameroonian Football Federation president, attacking the man. Eto'o said himself, in a statement issued later that week, that it was a ""violent altercation"", that it was ""an unfortunate incident"" and that his victim was ""probably"" a fan of Algeria.",74
148,wiki,"After Argentina's win in the final, Qatari Emir Sheikh Tamim bin Hamad Al Thani presented an Arab cloak, a bisht, to Lionel Messi. Some people criticised the gesture, saying it marred the moment when Messi lifted the World Cup; BBC host Gary Lineker said it was ""a shame they've covered his shirt"" during ""a magic moment"".  However, fan and media reactions were mixed, with some commentators describing journalists who criticised the bisht presentation as salty. Argentine goalkeeper Emiliano Martínez, after winning the Golden glove trophy (which resembles a giant hand), placed it on his groin and pointed towards fans in front of the FIFA president and Qatari Emir, which some saw as a vulgar gesture. Turkish celebrity Salt Bae was seen on the pitch, intruding to talk to the Argentine players, despite the clear discomfort of the players around him. He was also behaving inappropriately around the World Cup trophy and taking medals from the Argentines to bite into it.",160
149,wiki,"The Asian section of the 2022 FIFA World Cup qualification acted as qualifiers for the 2022 FIFA World Cup to be held in Qatar for national teams who are members of the Asian Football Confederation (AFC). Apart from Qatar (who qualified automatically as hosts), a total of 4.5 slots (4 direct slots and 1 inter-confederation play-off slot) in the final tournament were available for AFC teams.The qualification process involved four rounds; the first two doubled as the qualification for the 2023 AFC Asian Cup. Despite qualifying as hosts, Qatar participated in these rounds to seek Asian Cup qualification. The first round would have acted as qualifiers for the cancelled 2020 AFC Solidarity Cup.",113
150,wiki,"The qualification structure is as follows:
First round: 12 teams (ranked 35–46) played home-and-away over two legs. The six winners advanced to the second round.
Second round: 40 teams (ranked 1–34 and six first-round winners) were divided into eight groups of five teams to play home-and-away round-robin matches. The eight group winners and the four best group runners-up advanced to the third round. Since Qatar won their group, the fifth-best runners-up took their place in the third round.
Third round: 12 teams which advanced from the second round were divided into two groups of six teams to play home-and-away round-robin matches. The top two teams of each group qualified for the World Cup, and the third-placed teams advanced to the fourth round.
Fourth round: Two third-placed teams from the third round played a single match. The winner advanced to the inter-confederation play-offs.",142
151,wiki,"All 46 FIFA-affiliated nations from the AFC entered qualification. The FIFA World Rankings of April 2019 were used to determine which nations would compete in the first round. For seeding in the second round and third round draws, the most recent FIFA Rankings prior to those draws will be used.
According to the joint format of the World Cup and Asian Cup qualifiers, both Qatar (as the host nation of the 2022 World Cup) and China (as the host nation of the 2023 Asian Cup) also entered the second round of the qualifiers.Timor-Leste was banned from participating in the Asian Cup qualification after being found to have fielded a total of 12 ineligible players in 2019 AFC Asian Cup qualification matches among other competitions. However, as FIFA did not ban them from the World Cup qualifiers, Timor-Leste was allowed to enter the competition, but ineligible to qualify for the Asian Cup.",151
152,wiki,"The schedule of the competition is expected to be as follows, according to the FIFA International Match Calendar.On 9 March 2020, FIFA and AFC announced that the second round matches on matchdays 7–10 due to take place in March and June 2020 were postponed by the COVID-19 pandemic, with the new dates to be confirmed. However, subject to approval by FIFA and AFC, and agreement of both member associations, the matches may be played as scheduled provided that the safety of all individuals involved meets the required standards. On 5 June, AFC confirmed that matchdays 7 and 8 were scheduled to take place on 8 and 13 October respectively while matchdays 9 and 10 were also scheduled to kick off on 12 and 17 November. On 12 August, FIFA announced that the matches scheduled for October and November 2020 would be rescheduled to 2021.On 25 June 2020, FIFA announced that the inter-confederation play-offs, originally scheduled to be played in March 2022, were moved to June.On 11 November 2020, the AFC Competitions Committee announced that all the Asian qualifiers second round matches should be completed by 15 June 2021 with matchdays 7 and 8 in March 2021 and matchdays 9 and 10 in June 2021 with the final round of the Asian qualifiers beginning in September 2021. Also all 10 matchdays of the Asian qualifiers final round should be finished by the end of March 2022 with the Asian and inter-continental play-offs proposed for the FIFA window of May/June 2022. The Asian play-off for the World Cup in Qatar was proposed as a single match. On the same day, however, FIFA, along with the Bangladeshi and Qatari associations, gave approval to the only second round match originally scheduled for 2020, Qatar v. Bangladesh, which was played on 4 December.On 19 February 2021, FIFA and AFC postponed the majority of the upcoming matches to June.",313
153,wiki,"The draw for the first round was held on 17 April 2019 at 11:00 MST (UTC+8), at the AFC House in Kuala Lumpur, Malaysia.",24
154,wiki,"The draw for the second round was held on 17 July 2019 at 17:00 MST (UTC+8), at AFC House in Kuala Lumpur, Malaysia.",23
155,wiki,,0
156,wiki,,0
157,wiki,,0
158,wiki,,0
159,wiki,,0
160,wiki,,0
161,wiki,,0
162,wiki,"North Korea withdrew from the qualifying round due to safety concerns related to the COVID-19 pandemic, therefore the results of their matches were excluded from the group standings.",28
163,wiki,"Since North Korea withdrew from Group H, results against the fifth-placed teams of each group were not counted in determining the ranking of the runner-up teams.",26
164,wiki,The third round consisted of two groups of six teams. The first two teams in each group qualified for the World Cup. The two third-placed teams proceeded to the fourth round. The draw was held on 1 July 2021 in Malaysia.,41
165,wiki,"The two third-placed teams in each group from the third round played against each other in a single match to determine which team advanced to the inter-confederation play-offs.
The match was played in Doha, Qatar on 7 June 2022.",39
